artist,genre,pays
La T y La M,pop,Argentina
Malandro,rap,Argentina
Omar Courtz,urbano latino,Venezuela
De La Rose,urbano latino,Venezuela
Maria Becerra,urbano latino,Uruguay
Maria Becerra,urbano latino,Uruguay
Emilia,pop,Paraguay
Tiago PZK,urbano latino,Uruguay
Ke Personajes,pop,Uruguay
Ke Personajes,pop,Uruguay
The La Planta,pop,Uruguay
Myke Towers,urbano latino,Uruguay
benny blanco,pop,Uruguay
Pinky SD,pop,Argentina
Pinky SD,pop,Argentina
Pinky SD,pop,Argentina
Luck Ra,trap,Uruguay
Abel Pintos,pop,Uruguay
Big One,trap,Uruguay
Tiago PZK,urbano latino,Peru
La Joaqui,hip hop,Uruguay
Duki,urbano latino,Uruguay
Milo j,urbano latino,Uruguay
Luck Ra,trap,Uruguay
Nicki Nicole,urbano latino,Uruguay
Paulo Londra,urbano latino,Uruguay
Luck Ra,trap,Uruguay
Luck Ra,trap,Uruguay
Myke Towers,urbano latino,Uruguay
ECKO,hip hop,Uruguay
Los Turros,pop,Uruguay
Los Turros,pop,Uruguay
Los Turros,pop,Uruguay
Hernan y La Champion's Liga,pop,Uruguay
Hernan y La Champion's Liga,pop,Uruguay
Hernan y La Champion's Liga,pop,Uruguay
Hernan y La Champion's Liga,pop,Uruguay
Hernan y La Champion's Liga,pop,Uruguay
Emanero,hip hop,Uruguay
Karina,pop,Uruguay
j mena,pop,Uruguay
Angela Torres,pop,Uruguay
Feid,urbano latino,Venezuela
Feid,urbano latino,Venezuela
Salastkbron,pop,Uruguay
Salastkbron,pop,Uruguay
Salastkbron,pop,Uruguay
Luck Ra,trap,Uruguay
Big One,trap,Uruguay
Maria Becerra,urbano latino,Uruguay
Trueno,urbano latino,Uruguay
Nicki Nicole,urbano latino,Uruguay
Luck Ra,trap,Uruguay
Chayanne,pop,Argentina
Duki,urbano latino,Uruguay
Duki,urbano latino,Uruguay
Duki,urbano latino,Uruguay
Duki,urbano latino,Uruguay
Bizarrap,urbano latino,Uruguay
Luck Ra,trap,Argentina
KHEA,urbano latino,Uruguay
Duki,urbano latino,Spain
Duki,urbano latino,Spain
Duki,urbano latino,Spain
Shakira,pop,Uruguay
Pinky SD,pop,Argentina
Pinky SD,pop,Argentina
Pinky SD,pop,Argentina
FloyyMenor,reggaeton,Uruguay
YSY A,hip hop,Uruguay
Bhavi,hip hop,Uruguay
Milo j,urbano latino,Uruguay
Milo j,urbano latino,Uruguay
Milo j,urbano latino,Uruguay
Milo j,urbano latino,Uruguay
Duki,urbano latino,Peru
Luck Ra,trap,Argentina
Luck Ra,trap,Argentina
Emilia,pop,Chile
Duki,urbano latino,Paraguay
Duki,urbano latino,Panama
Headie One,hip hop,Argentina
Cris Mj,urbano latino,Switzerland
FloyyMenor,reggaeton,Uruguay
FloyyMenor,reggaeton,Uruguay
Pinky SD,pop,Argentina
Pinky SD,pop,Argentina
Pinky SD,pop,Argentina
Emilia,pop,Bolivia
TINI,pop,Argentina
Pinky SD,pop,Argentina
Pinky SD,pop,Argentina
Pinky SD,pop,Argentina
Pinky SD,pop,Argentina
Pinky SD,pop,Argentina
Pinky SD,pop,Argentina
Pinky SD,pop,Argentina
ROSÉ,pop,Venezuela
Bruno Mars,pop,Venezuela
Sabrina Carpenter,pop,United Kingdom
Billie Eilish,pop,United Kingdom
Lady Gaga,pop,Ukraine
Bruno Mars,pop,United Kingdom
Shaboozey,pop,Switzerland
Benson Boone,pop,United Kingdom
Gigi Perez,pop,Sweden
Sabrina Carpenter,pop,Ukraine
Chappell Roan,pop,United Kingdom
Coldplay,pop,Singapore
Post Malone,pop,Sweden
Post Malone,pop,Sweden
The Weeknd,pop,Ukraine
Playboi Carti,hip hop,Ukraine
Playboi Carti,hip hop,Ukraine
Playboi Carti,hip hop,Ukraine
Playboi Carti,hip hop,Ukraine
Coldplay,pop,Philippines
Sabrina Carpenter,pop,Taiwan
Hozier,rock,United Kingdom
The Chainsmokers,pop,New Zealand
Coldplay,pop,New Zealand
Myles Smith,pop,United Kingdom
Sabrina Carpenter,pop,Taiwan
Noah Kahan,pop,New Zealand
Hozier,rock,Switzerland
Hozier,rock,Switzerland
The Kid LAROI,hip hop,Norway
Billie Eilish,pop,Ukraine
Billie Eilish,pop,Ukraine
Billie Eilish,pop,Ukraine
Benson Boone,pop,Switzerland
The Goo Goo Dolls,rock,United Kingdom
Chappell Roan,pop,Switzerland
"Tyler, The Creator",hip hop,Lithuania
"Tyler, The Creator",hip hop,Lithuania
Travis Scott,rap,Switzerland
Playboi Carti,hip hop,Switzerland
The Killers,rock,United Kingdom
Coldplay,pop,New Zealand
Coldplay,pop,New Zealand
Coldplay,pop,New Zealand
Coldplay,pop,New Zealand
Coldplay,pop,New Zealand
Coldplay,pop,New Zealand
Coldplay,pop,New Zealand
Fleetwood Mac,rock,United Kingdom
Vance Joy,rock,United Kingdom
Charli xcx,pop,United Kingdom
Billie Eilish,pop,Thailand
Taylor Swift,pop,United Kingdom
Coldplay,pop,Netherlands
Addison Rae,pop,United Kingdom
Addison Rae,pop,United Kingdom
Tommy Richman,hip hop,New Zealand
Tommy Richman,hip hop,New Zealand
Tommy Richman,hip hop,New Zealand
Coldplay,pop,Malaysia
Linkin Park,rock,Switzerland
Linkin Park,rock,Switzerland
Lady Gaga,pop,Thailand
Bruno Mars,pop,United Kingdom
Gigi Perez,pop,Slovakia
Nina Chuba,hip hop,Switzerland
ROSÉ,pop,United Kingdom
Bruno Mars,pop,Ukraine
Billie Eilish,pop,Taiwan
Jazeek,hip hop,Switzerland
Mariah Carey,pop,Switzerland
Wham!,rock,Switzerland
Wham!,rock,Switzerland
Jazeek,hip hop,Switzerland
Luciano,drill,Switzerland
Miksu / Macloud,hip hop,Switzerland
Shirin David,hip hop,Germany
Linkin Park,rock,Switzerland
Summer Cem,hip hop,Switzerland
Summer Cem,hip hop,Switzerland
Shirin David,hip hop,Germany
Sampagne,hip hop,Germany
Benson Boone,pop,Sweden
Chappell Roan,pop,Sweden
Chappell Roan,pop,Sweden
The Weeknd,pop,Ukraine
Playboi Carti,hip hop,Switzerland
Billie Eilish,pop,Switzerland
Travis Scott,rap,Slovakia
Playboi Carti,hip hop,Slovakia
Linkin Park,rock,Slovakia
The Weeknd,pop,Switzerland
Anitta,funk,Switzerland
Natasha Bedingfield,pop,United Kingdom
Shaboozey,pop,Sweden
Shaboozey,pop,Sweden
Jimin,pop,Venezuela
FOURTY,hip hop,Germany
Bausa,hip hop,Germany
Bausa,hip hop,Germany
Ndotz,drill,United Kingdom
KC Rebell,drill,Switzerland
The Neighbourhood,rock,Switzerland
Mark Ambor,pop,Switzerland
Mark Ambor,pop,Switzerland
Shakin' Stevens,rock,Austria
Sabrina Carpenter,pop,Switzerland
Sabrina Carpenter,pop,Switzerland
Hozier,rock,Singapore
Journey,rock,New Zealand
Journey,rock,New Zealand
Sia,pop,Pakistan
Souly,hip hop,Germany
Souly,hip hop,Germany
Souly,hip hop,Germany
Myles Smith,pop,Switzerland
Linkin Park,rock,Luxembourg
Tom Odell,pop,Netherlands
Vance Joy,rock,Switzerland
Vance Joy,rock,Switzerland
Ariana Grande,pop,Denmark
Jimin,pop,Thailand
Jimin,pop,Thailand
Jimin,pop,Thailand
Jimin,pop,Taiwan
Poshlaya Molly,pop,Ukraine
Poshlaya Molly,pop,Ukraine
FRIENDLY THUG 52 NGG,hip hop,Ukraine
FRIENDLY THUG 52 NGG,hip hop,Ukraine
Jimin,pop,Singapore
Jimin,pop,Singapore
Big Baby Tape,hip hop,Belarus
кис-кис,pop,Ukraine
Big Baby Tape,hip hop,Belarus
Aarne,hip hop,Belarus
Toxi$,hip hop,Belarus
Jung Kook,pop,Vietnam
Jimin,pop,Singapore
Poshlaya Molly,pop,Ukraine
Big Baby Tape,hip hop,Belarus
Aarne,hip hop,Belarus
Jung Kook,pop,Vietnam
Latto,trap,Vietnam
Latto,trap,Vietnam
Latto,trap,Vietnam
Poshlaya Molly,pop,Ukraine
Poshlaya Molly,pop,Ukraine
zhanulka,pop,Ukraine
zhanulka,pop,Ukraine
zhanulka,pop,Ukraine
zhanulka,pop,Ukraine
FACE,hip hop,Ukraine
FACE,hip hop,Ukraine
Monetochka,pop,Belarus
Monetochka,pop,Belarus
Monetochka,pop,Belarus
Poshlaya Molly,pop,Belarus
KRBK,hip hop,Ukraine
KRBK,hip hop,Ukraine
KRBK,hip hop,Ukraine
Aarne,hip hop,Belarus
BUSHIDO ZHO,drill,Belarus
LSP,hip hop,Belarus
Violetta Sokolova,pop,Ukraine
FRIENDLY THUG 52 NGG,hip hop,Kazakhstan
Skryptonite,hip hop,Belarus
Skryptonite,hip hop,Belarus
Skryptonite,hip hop,Belarus
Jimin,pop,Saudi Arabia
MORGENSHTERN,hip hop,Belarus
MORGENSHTERN,hip hop,Belarus
xxxmanera,hip hop,Belarus
Aarne,hip hop,Belarus
BUSHIDO ZHO,drill,Belarus
ANIKV,pop,Belarus
Lida,hip hop,Belarus
Lida,hip hop,Belarus
FACE,hip hop,Kazakhstan
FACE,hip hop,Kazakhstan
Scally Milano,hip hop,Belarus
uglystephan,hip hop,Belarus
Дайте танк (!),rock,Kazakhstan
Toxi$,hip hop,Belarus
Lady Gaga,pop,Taiwan
Bruno Mars,pop,Ukraine
Bruno Mars,pop,Ukraine
Billie Eilish,pop,Switzerland
Benson Boone,pop,Slovakia
Gigi Perez,pop,Singapore
GIMS,hip hop,Switzerland
GIMS,hip hop,Switzerland
DYSTINCT,hip hop,Switzerland
SDM,hip hop,Switzerland
Lost Frequencies,pop,Netherlands
Tom Odell,pop,Luxembourg
ROSÉ,pop,Ukraine
Bruno Mars,pop,Turkey
Bruno Mars,pop,Turkey
Bruno Mars,pop,Turkey
Bruno Mars,pop,Turkey
Bruno Mars,pop,Turkey
Bruno Mars,pop,Turkey
Sabrina Carpenter,pop,Sweden
Linkin Park,rock,Luxembourg
Billie Eilish,pop,Sweden
Billie Eilish,pop,Sweden
Billie Eilish,pop,Sweden
Billie Eilish,pop,Sweden
Billie Eilish,pop,Sweden
Myles Smith,pop,Sweden
Jul,hip hop,Morocco
Sabrina Carpenter,pop,Sweden
Sabrina Carpenter,pop,Sweden
KAROL G,urbano latino,Venezuela
KAROL G,urbano latino,Venezuela
Tom Odell,pop,Luxembourg
Tom Odell,pop,Luxembourg
MEAU,pop,Netherlands
Mark Ambor,pop,Netherlands
Mark Ambor,pop,Netherlands
Topic,pop,Netherlands
Arash,pop,Netherlands
Arash,pop,Netherlands
Chappell Roan,pop,Singapore
SDM,hip hop,Luxembourg
Shaboozey,pop,Norway
Shaboozey,pop,Norway
Angèle,pop,France
Phoenix,rock,France
Phoenix,rock,France
Phoenix,rock,France
Phoenix,rock,France
Hannah Mae,pop,Netherlands
Hannah Mae,pop,Netherlands
Hannah Mae,pop,Netherlands
Hannah Mae,pop,Netherlands
Pabllo Vittar,funk,Switzerland
Yseult,pop,Switzerland
Disturbed,rock,Switzerland
Disturbed,rock,Switzerland
cassö,pop,Ireland
RAYE,pop,Ireland
D-Block Europe,drill,Ireland
Guy2Bezbar,hip hop,Luxembourg
Guy2Bezbar,hip hop,Luxembourg
Linkin Park,rock,Luxembourg
Vance Joy,rock,New Zealand
Ndotz,drill,Switzerland
Ndotz,drill,Switzerland
Ronnie Flex,hip hop,Netherlands
The Neighbourhood,rock,Slovakia
Macklemore,hip hop,Switzerland
Macklemore,hip hop,Switzerland
Macklemore & Ryan Lewis,hip hop,Switzerland
Ray Dalton,pop,Switzerland
Mariah Carey,pop,Norway
Mariah Carey,pop,Norway
Alex Warren,pop,Norway
Alex Warren,pop,Norway
Alex Warren,pop,Norway
Alex Warren,pop,Norway
Tiago PZK,urbano latino,Paraguay
Ke Personajes,pop,Peru
Myke Towers,urbano latino,Spain
benny blanco,pop,Spain
Lady Gaga,pop,Switzerland
Bruno Mars,pop,Thailand
KAROL G,urbano latino,Venezuela
Feid,urbano latino,Venezuela
Feid,urbano latino,Venezuela
Omar Courtz,urbano latino,Venezuela
De La Rose,urbano latino,Venezuela
De La Rose,urbano latino,Venezuela
De La Rose,urbano latino,Venezuela
De La Rose,urbano latino,Venezuela
Jimin,pop,Romania
Jimin,pop,Romania
Ke Personajes,pop,Paraguay
Duki,urbano latino,Ecuador
Myke Towers,urbano latino,Spain
Luis Vega,pop,Bolivia
ROSÉ,pop,Turkey
Bruno Mars,pop,Thailand
Bruno Mars,pop,Thailand
The La Planta,pop,Uruguay
Blessd,urbano latino,Venezuela
Ovy On The Drums,urbano latino,Venezuela
Ovy On The Drums,urbano latino,Venezuela
Feid,urbano latino,Venezuela
Feid,urbano latino,Venezuela
Emilia,pop,Argentina
Emilia,pop,Argentina
Maluma,urbano latino,Venezuela
Maluma,urbano latino,Venezuela
Feid,urbano latino,Venezuela
Luis Vega,pop,Bolivia
KAROL G,urbano latino,Uruguay
Feid,urbano latino,Venezuela
Feid,urbano latino,Venezuela
Ovy On The Drums,urbano latino,Venezuela
J Balvin,urbano latino,Venezuela
Maluma,urbano latino,Uruguay
Ryan Castro,urbano latino,Venezuela
Blessd,urbano latino,Venezuela
Blessd,urbano latino,Venezuela
Bad Bunny,urbano latino,Venezuela
Rvssian,urbano latino,Venezuela
Rauw Alejandro,urbano latino,Venezuela
Rauw Alejandro,urbano latino,Venezuela
Rauw Alejandro,urbano latino,Venezuela
Maluma,urbano latino,Spain
Maluma,urbano latino,Peru
Maluma,urbano latino,Peru
Maluma,urbano latino,Peru
Big One,trap,Paraguay
Tiago PZK,urbano latino,Ecuador
La Joaqui,hip hop,Bolivia
Shakira,pop,Spain
Bad Bunny,urbano latino,Spain
Feid,urbano latino,Venezuela
Feid,urbano latino,Uruguay
Feid,urbano latino,Uruguay
Maria Becerra,urbano latino,Uruguay
Big One,trap,Bolivia
FMK,trap,Paraguay
Ke Personajes,pop,Paraguay
Trueno,urbano latino,Spain
Plan B,urbano latino,Venezuela
Ryan Castro,urbano latino,Uruguay
Ryan Castro,urbano latino,Uruguay
SOG,reggaeton,Peru
Milo j,urbano latino,Peru
Taiu,trap,Peru
Taiu,trap,Peru
Lasso,pop,Peru
Myke Towers,urbano latino,Spain
KAROL G,urbano latino,Uruguay
KAROL G,urbano latino,Uruguay
KAROL G,urbano latino,Switzerland
Maria Becerra,urbano latino,Bolivia
Maria Becerra,urbano latino,Bolivia
Luis Vega,pop,Bolivia
FloyyMenor,reggaeton,Switzerland
FloyyMenor,reggaeton,Switzerland
Feid,urbano latino,Uruguay
Young Miko,urbano latino,Venezuela
KAROL G,urbano latino,Spain
Manuel Turizo,urbano latino,Spain
Cris Mj,urbano latino,Spain
Luis Vega,pop,Bolivia
JAVVI ELIAS,pop,Bolivia
MC Tuto,funk,Brazil
MC Tuto,funk,Brazil
MC Tuto,funk,Brazil
MC Tuto,funk,Brazil
MC Tuto,funk,Brazil
MC Cebezinho,funk,Brazil
MC Cebezinho,funk,Brazil
MC Tuto,funk,Brazil
MC Tuto,funk,Brazil
Mc Kako,funk,Brazil
Maiara & Maraisa,pop,Brazil
Maiara & Maraisa,pop,Brazil
PEDRO SAMPAIO,funk,Brazil
Marina Sena,pop,Brazil
Marina Sena,pop,Brazil
Ana Castela,pop,Brazil
DJ TOPO,funk,Brazil
Mc Livinho,funk,Brazil
Mc Livinho,funk,Brazil
Mc Livinho,funk,Brazil
Lady Gaga,pop,Sweden
Bruno Mars,pop,Taiwan
MC GP,funk,Brazil
MC GP,funk,Brazil
MC GP,funk,Brazil
MC Joãozinho VT,funk,Brazil
MC Tuto,funk,Brazil
MC Tuto,funk,Brazil
MC Ryan SP,funk,Brazil
MC Ryan SP,funk,Brazil
MC Ryan SP,funk,Brazil
Caio Passos,funk,Brazil
MC Marks,funk,Brazil
MC Ryan SP,funk,Brazil
MC Ryan SP,funk,Brazil
MC Ryan SP,funk,Brazil
Mc Magal,funk,Brazil
Mc Magal,funk,Brazil
Mc Magal,funk,Brazil
Mc Magal,funk,Brazil
Kaique e Felipe,pop,Brazil
Kaique e Felipe,pop,Brazil
Kaique e Felipe,pop,Brazil
Oldilla,funk,Brazil
Oldilla,funk,Brazil
MC Tuto,funk,Brazil
Oldilla,funk,Brazil
MC Joãozinho VT,funk,Brazil
MC Tuto,funk,Brazil
MC Tuto,funk,Brazil
Matheus & Kauan,pop,Brazil
Hugo & Guilherme,pop,Brazil
Maiara & Maraisa,pop,Brazil
Israel & Rodolffo,pop,Brazil
Mc Lele JP,funk,Brazil
MC Marks,funk,Brazil
MC Leozinho ZS,funk,Brazil
MC Joãozinho VT,funk,Brazil
MC Joãozinho VT,funk,Brazil
Mc Th,funk,Brazil
Ferrugem,funk,Brazil
Ferrugem,funk,Brazil
Ferrugem,funk,Brazil
Matheus & Kauan,pop,Brazil
The Weeknd,pop,Switzerland
Anitta,funk,Slovakia
Mc Jacaré,funk,Brazil
Hungria,hip hop,Brazil
Hungria,hip hop,Brazil
ROSÉ,pop,Thailand
Bruno Mars,pop,Taiwan
Bruno Mars,pop,Taiwan
Felipe e Rodrigo,pop,Brazil
THE BOX,trap,Brazil
Mc Brinquedo,funk,Brazil
MC Cebezinho,funk,Brazil
MC Tuto,funk,Brazil
Mc Laranjinha,funk,Brazil
Mc Laranjinha,funk,Brazil
Mc Laranjinha,funk,Brazil
Mc Laranjinha,funk,Brazil
DJ TOPO,funk,Brazil
Seu Jorge,rock,Brazil
Mc Leozin,funk,Brazil
MC G15,funk,Brazil
MC G15,funk,Brazil
Hugo & Guilherme,pop,Brazil
Clayton & Romário,pop,Brazil
Matuê,trap,Brazil
Matuê,trap,Brazil
Matuê,trap,Brazil
Mc Daniel,funk,Brazil
Mc Daniel,funk,Brazil
MC Bruna Alves,funk,Brazil
Guilherme & Benuto,pop,Brazil
Gloria Groove,funk,Brazil
Gloria Groove,funk,Brazil
Lauana Prado,pop,Brazil
Lauana Prado,pop,Brazil
MC Thaizinha,funk,Brazil
Mc Leozin,funk,Brazil
MC Rick,funk,Brazil
MC Rick,funk,Brazil
MC Rick,funk,Brazil
Dj L Martins,funk,Brazil
MC Marks,funk,Brazil
MC Marks,funk,Brazil
Lauana Prado,pop,Brazil
Lauana Prado,pop,Brazil
Jimin,pop,Peru
Medi,pop,Bulgaria
Tedi Aleksandrova,pop,Bulgaria
Silver,rock,Bulgaria
Jimin,pop,Paraguay
The Weeknd,pop,Slovakia
Playboi Carti,hip hop,Slovakia
Djordan,pop,Bulgaria
Dessita,pop,Bulgaria
Djordan,pop,Bulgaria
The Weeknd,pop,Slovakia
Anitta,funk,Romania
DJ Damyan,pop,Bulgaria
Emanuela,pop,Bulgaria
Lady Gaga,pop,Spain
Bruno Mars,pop,Taiwan
Azis,pop,Bulgaria
Preslava,pop,Bulgaria
Andrea,pop,Bulgaria
ROSÉ,pop,Taiwan
Bruno Mars,pop,Switzerland
Emanuela,pop,Bulgaria
Bilyanish,pop,Bulgaria
MOMO RECORDS,hip hop,Bulgaria
Selina,pop,Bulgaria
Medi,pop,Bulgaria
Danna,pop,Bulgaria
Konstantin,pop,Bulgaria
Konstantin,pop,Bulgaria
Emanuela,pop,Bulgaria
Fiki,pop,Bulgaria
Azis,pop,Bulgaria
Marso,pop,Bulgaria
Marso,pop,Bulgaria
V:RGO,pop,Bulgaria
Boro Purvi,hip hop,Bulgaria
Krisko,hip hop,Bulgaria
Galena,pop,Bulgaria
Galena,pop,Bulgaria
Konstantin,pop,Bulgaria
Konstantin,pop,Bulgaria
Galena,pop,Bulgaria
Tsvetelina Yaneva,pop,Bulgaria
Galin,pop,Bulgaria
Krisko,hip hop,Bulgaria
Konstantin,pop,Bulgaria
Billie Eilish,pop,Sweden
SIMONA,pop,Bulgaria
Mirela,rock,Bulgaria
Adam,pop,Bulgaria
Ivayla,pop,Bulgaria
Galin,pop,Bulgaria
Dessita,pop,Bulgaria
Lidia,pop,Bulgaria
Konstantin,pop,Bulgaria
Djordan,pop,Bulgaria
Sabrina Carpenter,pop,Slovakia
Travis Scott,rap,Saudi Arabia
Playboi Carti,hip hop,Singapore
Medi,pop,Bulgaria
Selina,pop,Bulgaria
Emanuela,pop,Bulgaria
Jordan,pop,Bulgaria
Jordan,pop,Bulgaria
Topic,pop,Luxembourg
Arash,pop,Luxembourg
Arash,pop,Luxembourg
DJ Damyan,pop,Bulgaria
DJ Damyan,pop,Bulgaria
Tsvetelina Yaneva,pop,Bulgaria
Ndotz,drill,Slovakia
Galin,pop,Bulgaria
Konstantin,pop,Bulgaria
Konstantin,pop,Bulgaria
VANE$$A,pop,Bulgaria
Alisia,pop,Bulgaria
SIMONA,pop,Bulgaria
Travis Scott,rap,Saudi Arabia
Tedi Aleksandrova,pop,Bulgaria
Don Mario,pop,Bulgaria
Galena,pop,Bulgaria
Galena,pop,Bulgaria
Galena,pop,Bulgaria
ROSÉ,pop,Switzerland
Bruno Mars,pop,Switzerland
Lady Gaga,pop,South Africa
Bruno Mars,pop,Sweden
Shaboozey,pop,New Zealand
Gigi Perez,pop,Saudi Arabia
Billie Eilish,pop,South Africa
Sabrina Carpenter,pop,Singapore
The Weeknd,pop,Singapore
Playboi Carti,hip hop,Saudi Arabia
Benson Boone,pop,Singapore
Post Malone,pop,Norway
Post Malone,pop,Norway
Chappell Roan,pop,Saudi Arabia
Sabrina Carpenter,pop,Singapore
Sabrina Carpenter,pop,Singapore
Sabrina Carpenter,pop,Singapore
Sabrina Carpenter,pop,Singapore
Sabrina Carpenter,pop,Singapore
Sabrina Carpenter,pop,Singapore
Sabrina Carpenter,pop,Singapore
Noah Kahan,pop,Ireland
Sabrina Carpenter,pop,Singapore
"Tyler, The Creator",hip hop,Latvia
"Tyler, The Creator",hip hop,Latvia
Billie Eilish,pop,South Africa
Billie Eilish,pop,South Africa
Billie Eilish,pop,South Africa
Hozier,rock,Norway
Chappell Roan,pop,Poland
Myles Smith,pop,Norway
Mariah Carey,pop,Netherlands
Mariah Carey,pop,Netherlands
Jimin,pop,Nicaragua
Travis Scott,rap,New Zealand
Playboi Carti,hip hop,Saudi Arabia
"Tyler, The Creator",hip hop,Latvia
GloRilla,hip hop,United States
Sexyy Red,trap,United States
Lil Wayne,hip hop,United States
Sabrina Carpenter,pop,Singapore
Sabrina Carpenter,pop,Singapore
Sabrina Carpenter,pop,Singapore
Sabrina Carpenter,pop,Singapore
Marshmello,pop,Spain
Marshmello,pop,Spain
Chappell Roan,pop,Philippines
