"id","title","artists_id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature","country","",""
"15","Expensive","[7DBIKXxSh2BMPqSN7UB4rS]","0.550","0.469","2","-8.003","0","0.0421","0.1030","0.000000","0.2370","0.272","132.043","audio_features","05ICT99aBBJAehTRnIMQ7q","spotify:track:05ICT99aBBJAehTRnIMQ7q","https://api.spotify.com/v1/tracks/05ICT99aBBJAehTRnIMQ7q","https://api.spotify.com/v1/audio-analysis/05ICT99aBBJAehTRnIMQ7q","161613","4","Morocco","",""
"16","Locked Up (feat. Zamdane)","[7DBIKXxSh2BMPqSN7UB4rS, 5CtPAGoxpJ4yLJLx6CSrO8]","0.658","0.763","3","-6.765","0","0.1590","0.5730","0.000000","0.0923","0.494","133.074","audio_features","1tofq4B2lvmSXVJliNzDnK","spotify:track:1tofq4B2lvmSXVJliNzDnK","https://api.spotify.com/v1/tracks/1tofq4B2lvmSXVJliNzDnK","https://api.spotify.com/v1/audio-analysis/1tofq4B2lvmSXVJliNzDnK","246133","4","Morocco","",""
"17","Dawini","[76wDwepIombkHCdm0kas1h, 2XgBaGUId4RuYzvXYEKikZ]","0.584","0.811","3","-6.098","0","0.0294","0.1160","0.000004","0.1830","0.928","100.006","audio_features","5d54P8T7TXGwE2d0zyN3uu","spotify:track:5d54P8T7TXGwE2d0zyN3uu","https://api.spotify.com/v1/tracks/5d54P8T7TXGwE2d0zyN3uu","https://api.spotify.com/v1/audio-analysis/5d54P8T7TXGwE2d0zyN3uu","161959","4","Morocco","",""
"18","3DABI","[2g8Pu5gVtDpkYGsP3RLepJ]","0.556","0.394","8","-12.518","0","0.2640","0.1960","0.000000","0.5250","0.466","136.955","audio_features","4knNlB73rkLODZU03Xjx7x","spotify:track:4knNlB73rkLODZU03Xjx7x","https://api.spotify.com/v1/tracks/4knNlB73rkLODZU03Xjx7x","https://api.spotify.com/v1/audio-analysis/4knNlB73rkLODZU03Xjx7x","202000","4","Morocco","",""
"19","شوفو لامور مادار فيا","[2QtIVRuCdO2a4RWyoF4ayb]","0.715","0.915","5","-3.910","0","0.0382","0.7060","0.000000","0.2370","0.902","105.028","audio_features","0yvcSDx1WMdxnUHhqG7PEh","spotify:track:0yvcSDx1WMdxnUHhqG7PEh","https://api.spotify.com/v1/tracks/0yvcSDx1WMdxnUHhqG7PEh","https://api.spotify.com/v1/audio-analysis/0yvcSDx1WMdxnUHhqG7PEh","186037","4","Morocco","",""
"20","Obligación","[5k63RPpkbbyVuufLXS2GTe, 4az97MtWmBQ5Db3GfDh9j9, 4BFLElxtBEdsdwGA1kHTsx]","0.782","0.796","6","-6.036","1","0.2290","0.4450","0.000052","0.1000","0.618","128.058","audio_features","2OkDSD6ZTzHGgYF4j10c0m","spotify:track:2OkDSD6ZTzHGgYF4j10c0m","https://api.spotify.com/v1/tracks/2OkDSD6ZTzHGgYF4j10c0m","https://api.spotify.com/v1/audio-analysis/2OkDSD6ZTzHGgYF4j10c0m","270000","4","Morocco","",""
"21","All You Need Is You (feat. Khali)","[7DBIKXxSh2BMPqSN7UB4rS, 0rqQfmTWtmxzlrNmnruQXS]","0.697","0.432","7","-8.092","1","0.0427","0.6550","0.000000","0.0988","0.275","118.105","audio_features","5oN3cmVhKIeaQUX0ygMB1v","spotify:track:5oN3cmVhKIeaQUX0ygMB1v","https://api.spotify.com/v1/tracks/5oN3cmVhKIeaQUX0ygMB1v","https://api.spotify.com/v1/audio-analysis/5oN3cmVhKIeaQUX0ygMB1v","131053","4","Morocco","",""
"22","Motto","[7DBIKXxSh2BMPqSN7UB4rS]","0.709","0.830","7","-4.724","0","0.0514","0.0669","0.000000","0.1110","0.299","108.046","audio_features","4evsdR2hO8PGgM0Ln0UukA","spotify:track:4evsdR2hO8PGgM0Ln0UukA","https://api.spotify.com/v1/tracks/4evsdR2hO8PGgM0Ln0UukA","https://api.spotify.com/v1/audio-analysis/4evsdR2hO8PGgM0Ln0UukA","180067","4","Morocco","",""
"23","Ego","[7DBIKXxSh2BMPqSN7UB4rS]","0.489","0.769","9","-7.790","1","0.5690","0.0989","0.000000","0.1110","0.153","87.167","audio_features","2w1DUdHe3zuu0c2OWzHQpw","spotify:track:2w1DUdHe3zuu0c2OWzHQpw","https://api.spotify.com/v1/tracks/2w1DUdHe3zuu0c2OWzHQpw","https://api.spotify.com/v1/audio-analysis/2w1DUdHe3zuu0c2OWzHQpw","136507","5","Morocco","",""
"24","Badadi","[3kd62SrugthLOzen7XmzG6]","0.684","0.829","11","-5.976","0","0.0471","0.1830","0.001380","0.1180","0.420","109.000","audio_features","1dBv07ZgvsNBeQs2lJon6W","spotify:track:1dBv07ZgvsNBeQs2lJon6W","https://api.spotify.com/v1/tracks/1dBv07ZgvsNBeQs2lJon6W","https://api.spotify.com/v1/audio-analysis/1dBv07ZgvsNBeQs2lJon6W","165058","4","Morocco","",""
"25","End Of Time","[7DBIKXxSh2BMPqSN7UB4rS]","0.544","0.580","4","-5.245","0","0.0284","0.01170","0.000005","0.0876","0.0554","99.002","audio_features","3Dvhpf8dhIJQheE2nEtc50","spotify:track:3Dvhpf8dhIJQheE2nEtc50","https://api.spotify.com/v1/tracks/3Dvhpf8dhIJQheE2nEtc50","https://api.spotify.com/v1/audio-analysis/3Dvhpf8dhIJQheE2nEtc50","211227","4","Morocco","",""
"26","Who","[1oSPZhvZMIrWW5I41kPkkY]","0.660","0.756","0","-3.743","0","0.0320","0.00289","0.000000","0.1930","0.8380","116.034","audio_features","7tI8dRuH2Yc6RuoTjxo4dU","spotify:track:7tI8dRuH2Yc6RuoTjxo4dU","https://api.spotify.com/v1/tracks/7tI8dRuH2Yc6RuoTjxo4dU","https://api.spotify.com/v1/audio-analysis/7tI8dRuH2Yc6RuoTjxo4dU","170888","4","Morocco","",""
"27","MAGHRIBI","[4BFLElxtBEdsdwGA1kHTsx]","0.626","0.513","0","-10.593","0","0.0941","0.45300","0.001240","0.1080","0.4100","160.028","audio_features","01GVrWU4CZgZyHFMShuQb1","spotify:track:01GVrWU4CZgZyHFMShuQb1","https://api.spotify.com/v1/tracks/01GVrWU4CZgZyHFMShuQb1","https://api.spotify.com/v1/audio-analysis/01GVrWU4CZgZyHFMShuQb1","254800","4","Morocco","",""
"28","Lost Chapter","[7DBIKXxSh2BMPqSN7UB4rS]","0.561","0.531","7","-6.874","0","0.0636","0.14700","0.000008","0.1880","0.2390","119.529","audio_features","5zIWn80OKzpGDpg8y5SdGJ","spotify:track:5zIWn80OKzpGDpg8y5SdGJ","https://api.spotify.com/v1/tracks/5zIWn80OKzpGDpg8y5SdGJ","https://api.spotify.com/v1/audio-analysis/5zIWn80OKzpGDpg8y5SdGJ","176773","4","Morocco","",""
"29","Sous la lune","[3IW7ScrzXmPvZhB27hmfgy]","0.939","0.812","2","-6.053","0","0.0751","0.45600","0.000280","0.0718","0.8910","119.993","audio_features","6hKkzk8UlVUj9ioPCyeH1O","spotify:track:6hKkzk8UlVUj9ioPCyeH1O","https://api.spotify.com/v1/tracks/6hKkzk8UlVUj9ioPCyeH1O","https://api.spotify.com/v1/audio-analysis/6hKkzk8UlVUj9ioPCyeH1O","171000","4","Morocco","",""
"30","HWASI","[1H0D7p5aN8tGG8DPLt0Nbv]","0.745","0.610","5","-8.972","0","0.1220","0.08670","0.000000","0.0482","0.7980","91.475","audio_features","2HfjQWIHWBmEp2LocJsp11","spotify:track:2HfjQWIHWBmEp2LocJsp11","https://api.spotify.com/v1/tracks/2HfjQWIHWBmEp2LocJsp11","https://api.spotify.com/v1/audio-analysis/2HfjQWIHWBmEp2LocJsp11","223279","3","Morocco","",""
"31","LA ZONE MAHKOMA","[3IRAzpoLeNDGv7kqwNK3bp, 0bmKQDkU4J3gUykZS8tb6v]","0.812","0.856","7","-5.341","0","0.2600","0.69100","0.003130","0.1930","0.5160","139.983","audio_features","73fwmnYlCC3fF9CzEXgtFi","spotify:track:73fwmnYlCC3fF9CzEXgtFi","https://api.spotify.com/v1/tracks/73fwmnYlCC3fF9CzEXgtFi","https://api.spotify.com/v1/audio-analysis/73fwmnYlCC3fF9CzEXgtFi","245211","4","Morocco","",""
"32","Bla Bla","[25eYSizNX4BK5ZtqAq8pE8]","0.742","0.836","7","-9.973","1","0.1180","0.13100","0.000000","0.0946","0.5900","139.933","audio_features","1PlZpPgiBtPlB7uCAYa3ov","spotify:track:1PlZpPgiBtPlB7uCAYa3ov","https://api.spotify.com/v1/tracks/1PlZpPgiBtPlB7uCAYa3ov","https://api.spotify.com/v1/audio-analysis/1PlZpPgiBtPlB7uCAYa3ov","181714","4","Morocco","",""
"33","Wsalni MSG","[6g4L5CJkiMINgAzUQsb7fr, 3Fi4gBbVvIHrqEG9TGwRTC]","0.808","0.390","6","-12.653","1","0.1960","0.44900","0.000000","0.1580","0.7640","135.017","audio_features","5REou7BKcQgFUOe6tTUXBD","spotify:track:5REou7BKcQgFUOe6tTUXBD","https://api.spotify.com/v1/tracks/5REou7BKcQgFUOe6tTUXBD","https://api.spotify.com/v1/audio-analysis/5REou7BKcQgFUOe6tTUXBD","156444","4","Morocco","",""
"34","Galbi","[6L7RfKlbIHQPxKbLizN9ts]","0.730","0.592","10","-11.479","0","0.0398","0.34800","0.000142","0.1330","0.6720","99.991","audio_features","5AA6ny0PZ4dBw72q1JZcHV","spotify:track:5AA6ny0PZ4dBw72q1JZcHV","https://api.spotify.com/v1/tracks/5AA6ny0PZ4dBw72q1JZcHV","https://api.spotify.com/v1/audio-analysis/5AA6ny0PZ4dBw72q1JZcHV","163933","4","Morocco","",""
"35","We9tna","[4vyibjuGePnrB7BzbHkA6u]","0.623","0.453","11","-12.226","0","0.2910","0.05510","0.000406","0.3760","0.2430","133.010","audio_features","2rh4EGUcaSSSir82rbfoua","spotify:track:2rh4EGUcaSSSir82rbfoua","https://api.spotify.com/v1/tracks/2rh4EGUcaSSSir82rbfoua","https://api.spotify.com/v1/audio-analysis/2rh4EGUcaSSSir82rbfoua","200910","4","Morocco","",""
"36","Carcera (Interlude)","[7DBIKXxSh2BMPqSN7UB4rS]","0.235","0.212","2","-15.408","1","0.0406","0.47700","0.977000","0.3460","0.0932","129.947","audio_features","1cbM2kDlOZYtUjc5kAQnno","spotify:track:1cbM2kDlOZYtUjc5kAQnno","https://api.spotify.com/v1/tracks/1cbM2kDlOZYtUjc5kAQnno","https://api.spotify.com/v1/audio-analysis/1cbM2kDlOZYtUjc5kAQnno","38880","3","Morocco","",""
"37","DELLALI (feat. Hamza)","[4BFLElxtBEdsdwGA1kHTsx, 5gs4Sm2WQUkcGeikMcVHbh]","0.598","0.564","6","-7.633","0","0.1520","0.68600","0.000000","0.1570","0.2120","95.971","audio_features","2oMCQhVDHhzKEHk5rN6T1E","spotify:track:2oMCQhVDHhzKEHk5rN6T1E","https://api.spotify.com/v1/tracks/2oMCQhVDHhzKEHk5rN6T1E","https://api.spotify.com/v1/audio-analysis/2oMCQhVDHhzKEHk5rN6T1E","182053","4","Morocco","",""
"38","Move","[2loEsOijJ6XiGzWYFXMIRk, 6XjgqvaVLUib6lCerbZrYD, 26WKgv73kRHD0gEDKD1i8j, 2yyaNPcdxZcn4iutCcLMaC, 37lTKHi901VnwngQ7C8noT]","0.727","0.782","8","-8.529","0","0.0420","0.05630","0.336000","0.2250","0.6550","119.992","audio_features","1BJJbSX6muJVF2AK7uH1x4","spotify:track:1BJJbSX6muJVF2AK7uH1x4","https://api.spotify.com/v1/tracks/1BJJbSX6muJVF2AK7uH1x4","https://api.spotify.com/v1/audio-analysis/1BJJbSX6muJVF2AK7uH1x4","177599","4","Morocco","",""
"39","Qui sait ? (feat. ElGrandeToto)","[1wAtSe79kItIb9nf5EhI2Q, 4BFLElxtBEdsdwGA1kHTsx]","0.534","0.624","1","-6.406","0","0.1160","0.71200","0.000132","0.1120","0.6420","87.786","audio_features","3ejjmzEsUfObGdmmQRVmM2","spotify:track:3ejjmzEsUfObGdmmQRVmM2","https://api.spotify.com/v1/tracks/3ejjmzEsUfObGdmmQRVmM2","https://api.spotify.com/v1/audio-analysis/3ejjmzEsUfObGdmmQRVmM2","190787","4","Morocco","",""
"40","Lmouje","[3IRAzpoLeNDGv7kqwNK3bp]","0.522","0.865","3","-7.245","0","0.1530","0.51800","0.000272","0.1690","0.6850","109.494","audio_features","2HQOumI8CH5kHB3V2ZHwnU","spotify:track:2HQOumI8CH5kHB3V2ZHwnU","https://api.spotify.com/v1/tracks/2HQOumI8CH5kHB3V2ZHwnU","https://api.spotify.com/v1/audio-analysis/2HQOumI8CH5kHB3V2ZHwnU","202192","3","Morocco","",""
"41","POPO","[5Do9u0GoN4gFn6Nk8NGDhh]","0.671","0.718","2","-6.335","1","0.1180","0.53800","0.000000","0.1960","0.7920","133.975","audio_features","7B0k8YTfKzj9BGVaLYXtub","spotify:track:7B0k8YTfKzj9BGVaLYXtub","https://api.spotify.com/v1/tracks/7B0k8YTfKzj9BGVaLYXtub","https://api.spotify.com/v1/audio-analysis/7B0k8YTfKzj9BGVaLYXtub","191667","4","Morocco","",""
"42","Nfss Lhala","[7douYKOyzk9ZRvGFu9UOnm]","0.749","0.628","4","-10.021","0","0.0454","0.50100","0.000005","0.0886","0.7190","139.067","audio_features","4Sf0D2p1XLbfnVAAFFLl0E","spotify:track:4Sf0D2p1XLbfnVAAFFLl0E","https://api.spotify.com/v1/tracks/4Sf0D2p1XLbfnVAAFFLl0E","https://api.spotify.com/v1/audio-analysis/4Sf0D2p1XLbfnVAAFFLl0E","200288","4","Morocco","",""
"43","MARADONA - Remix","[5Do9u0GoN4gFn6Nk8NGDhh, 4BFLElxtBEdsdwGA1kHTsx]","0.785","0.697","5","-7.826","0","0.0685","0.48100","0.000000","0.1660","0.9120","121.017","audio_features","1eiL5AM3hsfhrmXkfSKlfj","spotify:track:1eiL5AM3hsfhrmXkfSKlfj","https://api.spotify.com/v1/tracks/1eiL5AM3hsfhrmXkfSKlfj","https://api.spotify.com/v1/audio-analysis/1eiL5AM3hsfhrmXkfSKlfj","158678","4","Morocco","",""
"44","Unchained (Intro)","[7DBIKXxSh2BMPqSN7UB4rS]","0.370","0.298","2","-18.473","0","0.0690","0.88900","0.648000","0.1840","0.2650","88.264","audio_features","66vq6Y7127n2GsdVU9PrPN","spotify:track:66vq6Y7127n2GsdVU9PrPN","https://api.spotify.com/v1/tracks/66vq6Y7127n2GsdVU9PrPN","https://api.spotify.com/v1/audio-analysis/66vq6Y7127n2GsdVU9PrPN","65440","5","Morocco","",""
"45","San Siro","[0bmKQDkU4J3gUykZS8tb6v]","0.782","0.416","8","-13.928","0","0.5130","0.54900","0.000001","0.0633","0.4040","141.984","audio_features","20CeXYgWoJdheBiI89QgcK","spotify:track:20CeXYgWoJdheBiI89QgcK","https://api.spotify.com/v1/tracks/20CeXYgWoJdheBiI89QgcK","https://api.spotify.com/v1/audio-analysis/20CeXYgWoJdheBiI89QgcK","204350","4","Morocco","",""
"46","APT.","[3eVa5w3URK5duf6eyVDbu9, 0du5cEVh5yTK9QJze8zA0C]","0.777","0.783","0","-4.477","0","0.2600","0.02830","0.000000","0.3550","0.9390","149.027","audio_features","5vNRhkKd0yEAg8suGBpjeY","spotify:track:5vNRhkKd0yEAg8suGBpjeY","https://api.spotify.com/v1/tracks/5vNRhkKd0yEAg8suGBpjeY","https://api.spotify.com/v1/audio-analysis/5vNRhkKd0yEAg8suGBpjeY","169917","4","Morocco","",""
"47","FRI(END)S","[3JsHnjpbhX4SnySpvpa9DK]","0.466","0.601","8","-4.468","1","0.0530","0.03150","0.000000","0.0927","0.6270","53.376","audio_features","0PBTlQ84CBJF0tBnKGmQa6","spotify:track:0PBTlQ84CBJF0tBnKGmQa6","https://api.spotify.com/v1/tracks/0PBTlQ84CBJF0tBnKGmQa6","https://api.spotify.com/v1/audio-analysis/0PBTlQ84CBJF0tBnKGmQa6","148082","4","Morocco","",""
"48","Dawk Lya","[7LC7LQ1f1CzaRLobFcblZN]","0.624","0.408","0","-10.965","0","0.0337","0.36200","0.024300","0.0936","0.3960","149.957","audio_features","6Z6Z0DliiVFzhp3vLrvT1N","spotify:track:6Z6Z0DliiVFzhp3vLrvT1N","https://api.spotify.com/v1/tracks/6Z6Z0DliiVFzhp3vLrvT1N","https://api.spotify.com/v1/audio-analysis/6Z6Z0DliiVFzhp3vLrvT1N","148800","4","Morocco","",""
"49","Die With A Smile","[1HY2Jd0NmPuamShAr6KMms, 0du5cEVh5yTK9QJze8zA0C]","0.521","0.592","6","-7.777","0","0.0304","0.30800","0.000000","0.1220","0.5350","157.969","audio_features","2plbrEY59IikOBgBGLjaoe","spotify:track:2plbrEY59IikOBgBGLjaoe","https://api.spotify.com/v1/tracks/2plbrEY59IikOBgBGLjaoe","https://api.spotify.com/v1/audio-analysis/2plbrEY59IikOBgBGLjaoe","251668","3","Morocco","",""
"0","Wishi Wishi (feat. Scotts Maphuma & Young Stunna)","[1bNjWBFWsAAzZSR59lRdpR, 2mF7ygWz9oyJ3L6ZPWlZVH, 0mMqD2uqwvCjFvlzo6ayGi, 3S4T8XtipStwl34odXn1YS, 6WQFTzqYHmh8Ph2X0L0QLQ]","0.861","0.622","1","-12.417","1","0.0727","0.06320","0.000078","0.2530","0.4130","112.009","audio_features","34eKUydsaj9GeMTT1ybutO","spotify:track:34eKUydsaj9GeMTT1ybutO","https://api.spotify.com/v1/tracks/34eKUydsaj9GeMTT1ybutO","https://api.spotify.com/v1/audio-analysis/34eKUydsaj9GeMTT1ybutO","381429","4","South Africa","",""
"1","Sdakiwe Sbali (feat. Bless The Gentleman & DJ Kap)","[1HGyQR41EokAZE5Dl4PtYc, 3zO4VnpgPzQAE6ibTievv1, 6YbUZ7rG3diOQFbAq8cySD]","0.937","0.638","6","-6.094","0","0.0424","0.00877","0.000000","0.0608","0.7530","114.043","audio_features","21fhgH4tjYcAKzkzCuYyr6","spotify:track:21fhgH4tjYcAKzkzCuYyr6","https://api.spotify.com/v1/tracks/21fhgH4tjYcAKzkzCuYyr6","https://api.spotify.com/v1/audio-analysis/21fhgH4tjYcAKzkzCuYyr6","245740","4","South Africa","",""
"2","Gucci","[2tqMDvoyXVbN7uF4ObOeJX, 5kwZB1xNLgB3lln1JGS2B9]","0.625","0.927","6","-5.446","0","0.0313","0.02120","0.011000","0.3040","0.8630","146.727","audio_features","567NwM1L86vGvZwiZfCsMo","spotify:track:567NwM1L86vGvZwiZfCsMo","https://api.spotify.com/v1/tracks/567NwM1L86vGvZwiZfCsMo","https://api.spotify.com/v1/audio-analysis/567NwM1L86vGvZwiZfCsMo","247618","4","South Africa","",""
"3","Biri Marung (feat. Sje Konka, Focalistic, DJ Maphorisa, Scotts Maphuma & CowBoii)","[3qqJxbB40F5AmjBiO4akVa, 4hADccnhJWKgtjTKues1oy, 3U6tzzUuiMZD64IPkutbjM, 1x0kR06ROuVi1aLwPuaZ7J, 2GJMSZ7M3D0KyyKRhYgWju, 0mMqD2uqwvCjFvlzo6ayGi, 3S4T8XtipStwl34odXn1YS, 5n0o0t9wgg6uzHqfVd2Yr1]","0.848","0.588","9","-10.935","1","0.0532","0.00115","0.004850","0.0523","0.3010","113.002","audio_features","7MD8gswt08VhFwVF1PR8Mg","spotify:track:7MD8gswt08VhFwVF1PR8Mg","https://api.spotify.com/v1/tracks/7MD8gswt08VhFwVF1PR8Mg","https://api.spotify.com/v1/audio-analysis/7MD8gswt08VhFwVF1PR8Mg","454779","4","South Africa","",""
"4","Ndisize","[0fs9otT9TtwXUOcFXZomZY, 3flcjKgRCeBVZTR8n8iShE]","0.784","0.629","5","-8.350","1","0.0493","0.00610","0.264000","0.0918","0.5150","117.003","audio_features","2ZdiSdC1ElfhEsFanMlpdO","spotify:track:2ZdiSdC1ElfhEsFanMlpdO","https://api.spotify.com/v1/tracks/2ZdiSdC1ElfhEsFanMlpdO","https://api.spotify.com/v1/audio-analysis/2ZdiSdC1ElfhEsFanMlpdO","315117","4","South Africa","",""
